,barcode,catno,community,country,format,genre,id,label,resource_url,style,thumb,title,type,uri,year
20,['AWA'],8 55 650,"{'have': 15, 'want': 3}",German Democratic Republic (GDR),"['Vinyl', 'LP', 'Stereo', 'Compilation']",['Jazz'],1012636,['AMIGA'],https://api.discogs.com/releases/1012636,"['Ragtime', 'Dixieland']",https://api-img.discogs.com/8AqpWeEB2s9Y51J1LOkL5J28lJw=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1012636-1184057083.jpeg.jpg,Various - Dixie-Party,release,/Various-Dixie-Party/release/1012636,1979
21,[],MILP-003,"{'have': 8, 'want': 22}",Sweden,"['Vinyl', 'LP']",['Jazz'],949889,['Ett Minne För Livet'],https://api.discogs.com/releases/949889,"['Free Jazz', 'Leftfield']",https://api-img.discogs.com/BiZaaqY5oQoA8xZwVUKpVPHCjrc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-949889-1349781838-1663.jpeg.jpg,Bengt Berger Och Kjell Westling - Spelar,release,/Bengt-Berger-Och-Kjell-Westling-Spelar/release/949889,1977
22,[],BST 84335,"{'have': 80, 'want': 40}",US,"['Vinyl', 'LP', 'Album']",['Jazz'],1022419,"['Blue Note', 'Van Gelder Studio, Englewood Cliffs, New Jersey', 'Liberty']",https://api.discogs.com/releases/1022419,['Hard Bop'],https://api-img.discogs.com/h1a_PImluCqJalhiFh51c5mq9kw=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1022419-1352055802-4991.jpeg.jpg,Lee Morgan - The Sixth Sense,release,/Lee-Morgan-The-Sixth-Sense/release/1022419,1969
23,[],FDM 36652-2,"{'have': 24, 'want': 7}",France,"['CD', 'Album']",['Jazz'],1022743,"['Dreyfus Jazz', 'Palais des Sports, Paris']",https://api.discogs.com/releases/1022743,"['Fusion', 'Contemporary Jazz']",https://api-img.discogs.com/XgJZqE1hVpV-SPKRhhtUEupb1Ns=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1022743-1185113127.jpeg.jpg,"Miller*, Petrucciani*, Lagrene*, White*, Garrett* - Dreyfus Night In Paris",release,/Miller-Petrucciani-Lagrene-White-Garrett-Dreyfus-Night-In-Paris/release/1022743,2003
24,[],Avan 044,"{'have': 24, 'want': 12}",Japan,['CD'],['Jazz'],944101,['Avant'],https://api.discogs.com/releases/944101,['Free Improvisation'],https://api-img.discogs.com/jwgr3KHRLH-CQoKGhufFXKkJiBA=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-944101-1175698990.jpeg.jpg,Eugene Chadbourne - Pain Pen,release,/Eugene-Chadbourne-Pain-Pen/release/944101,2000
25,[],FGPROMOV1,"{'have': 15, 'want': 13}",UK,"['Vinyl', 'Promo', '12""']",['Jazz'],944411,"['Emarcy', 'P.R.A. Records']",https://api.discogs.com/releases/944411,['Soul-Jazz'],https://api-img.discogs.com/rCKts8T3QcE1a9ziClXe30L-tWo=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-944411-1175721491.jpeg.jpg,Randy Crawford & Joe Sample - Rio De Janeiro Blue,release,/Randy-Crawford-Joe-Sample-Rio-De-Janeiro-Blue/release/944411,2006
26,[],С 60—17485-6,"{'have': 28, 'want': 9}",USSR,"['Vinyl', 'LP', 'Album']",['Jazz'],942143,"['Мелодия', 'Московский Опытный Завод «Грамзапись»']",https://api.discogs.com/releases/942143,['Free Jazz'],https://api-img.discogs.com/bk1kXGwWjk852UJma05w4ippI4k=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-942143-1175458431.jpeg.jpg,"Ganelin, Čekasin, Tarasov* - Poi Segue...",release,/Ganelin-%C4%8Cekasin-Tarasov-Poi-Segue/release/942143,1982
27,"['S3 X 1796 A K Ⅱ', 'S3 X 1796 A K Ⅱ', 'BIEM']",SX 1796,"{'have': 53, 'want': 6}",Poland,"['Vinyl', 'LP', 'Album']",['Jazz'],1015983,"['Polskie Nagrania Muza', 'Warszawska Drukarnia Akcydensowa']",https://api.discogs.com/releases/1015983,['Swing'],https://api-img.discogs.com/C9I9yMdb-Ob1loYDUVnTZR6_s2A=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1015983-1416336830-5485.jpeg.jpg,Sadowski* - Swing Party,release,/Sadowski-Swing-Party/release/1015983,1979
28,"['45-9/-G2-JH-2895-X', 'G 2 JH 2895', '45-9/-G2-JH-2896-X', 'G 2 JH 2896', 'NCB']",EPB-1268-2,"{'have': 0, 'want': 0}",Germany,"['Vinyl', '7""', '45 RPM', 'EP']",['Jazz'],400228,"['RCA', 'RCA']",https://api.discogs.com/masters/400228,"['Instrumental', 'Ballad']",https://api-img.discogs.com/XVzzyg3E58V74VqBoQUJM2NFARI=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2033454-1312916163.jpeg.jpg,Tony Scott Quartet* - Both Sides Of Tony Scott,master,/Tony-Scott-Quartet-Both-Sides-Of-Tony-Scott/master/400228,
29,[],477 6644,"{'have': 21, 'want': 6}",Germany,"['CD', 'Album']",['Jazz'],400350,['Deutsche Grammophon'],https://api.discogs.com/masters/400350,[],https://api-img.discogs.com/p7eupmBIXYikZGYnGS-pAvOjtyc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1363192-1213013499.jpeg.jpg,Thomas Quasthoff - The Jazz Album (Watch What Happens),master,/Thomas-Quasthoff-The-Jazz-Album-Watch-What-Happens/master/400350,2007
30,['090771022219'],ELP 222,"{'have': 8, 'want': 2}",US,"['Vinyl', 'LP']",['Jazz'],400691,['Sony BMG Music Entertainment'],https://api.discogs.com/masters/400691,"['Post Bop', 'Fusion']",https://api-img.discogs.com/Oi_m_2G4Uo2WF85IeoWs8JnlzSk=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2860583-1424043036-6763.jpeg.jpg,Eldar* - Re-Imagination,master,/Eldar-Re-Imagination/master/400691,2007
31,[],CK 61405,"{'have': 23, 'want': 3}",US,"['CD', 'Compilation']",['Jazz'],400709,['Columbia'],https://api.discogs.com/masters/400709,['Bop'],https://api-img.discogs.com/O0-FutxbVAcEMz98EWf-4a91KFg=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-506517-1124993921.jpg.jpg,Miles Davis - Blue Miles,master,/Miles-Davis-Blue-Miles/master/400709,2000
32,[],MI 253166,"{'have': 3, 'want': 0}",Netherlands,"['Flexi-disc', '7""', 'Single Sided', '33 ⅓ RPM']",['Jazz'],974519,"[""Reader's Digest"", 'Sonopresse']",https://api.discogs.com/releases/974519,[],,Various - Pim Jacobs Presenteert The Glenn Miller Years,release,/Various-Pim-Jacobs-Presenteert-The-Glenn-Miller-Years/release/974519,
33,[],CN 2025,"{'have': 51, 'want': 0}",UK,"['Vinyl', 'LP', 'Compilation']",['Jazz'],951156,['Contour'],https://api.discogs.com/releases/951156,[],https://api-img.discogs.com/_A0JDC9yYvz7nlBeyZSwOXWBxIo=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-951156-1229427829.jpeg.jpg,Shirley Bassey - Burn My Candle,release,/Shirley-Bassey-Burn-My-Candle/release/951156,1976
34,"['SACEM', 'VSD 103', 'VSD 104', 'VSD 103 A', 'VSD 103 B', 'VSD 104 A', 'VSD 104 B']",VSD 103/104,"{'have': 12, 'want': 0}",US,"['Vinyl', 'LP', 'Compilation', 'Reissue', 'Stereo']",['Jazz'],951264,"['Vanguard', 'Vanguard']",https://api.discogs.com/releases/951264,[],https://api-img.discogs.com/NEwh0u4OlqYl_isG1-SjLCk4OS4=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-951264-1260296592.jpeg.jpg,Buck Clayton - The Essential Buck Clayton,release,/Buck-Clayton-The-Essential-Buck-Clayton/release/951264,1977
35,[],BF2,"{'have': 6, 'want': 8}",UK,"['Vinyl', 'LP', 'Album']",['Jazz'],377946,"[""Bruce's Fingers""]",https://api.discogs.com/masters/377946,['Free Improvisation'],https://api-img.discogs.com/gZArvAmlU5U_cn4Cu20dDhOX5lc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3174987-1319125631.jpeg.jpg,Persuasion A - Two Steps To Easier Breathing,master,/Persuasion-A-Two-Steps-To-Easier-Breathing/master/377946,1988
36,"['7 50447 34512 6', 'GEMA', 'LC 15381']",INT 3451 2,"{'have': 2, 'want': 1}",Germany,"['CD', 'Album']",['Jazz'],960107,['Intuition Records'],https://api.discogs.com/releases/960107,"['Free Improvisation', 'Fusion', 'Contemporary Jazz', 'Experimental', 'Latin Jazz']",https://api-img.discogs.com/oWpUEcdNvVZJ8Hzq2txdUm0VlW8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-960107-1177921901.jpeg.jpg,Scott Kinsey - Kinesthetics,release,/Scott-Kinsey-Kinesthetics/release/960107,2007
37,[],br-027,"{'have': 10, 'want': 6}",US,"['CDr', 'Limited Edition']",['Jazz'],960260,['Editions Brokenresearch'],https://api.discogs.com/releases/960260,['Free Improvisation'],https://api-img.discogs.com/6QQCRIlLTpnEKvEwCfQ56R8oIi0=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-960260-1178667356.jpeg.jpg,Traum (2) - Raw Sense Of Humor,release,/Traum-Raw-Sense-Of-Humor/release/960260,2007
38,"['01034 - A', 'WSQ - 01034 - B', 'GEMA', 'LC 6059']",Moers Music 01034,"{'have': 36, 'want': 23}",Germany,"['Vinyl', 'LP', 'Album']",['Jazz'],1039185,"['Moers Music', 'Moers Music', 'Moers Music', 'Moers Festival']",https://api.discogs.com/releases/1039185,['Free Jazz'],https://api-img.discogs.com/0oGqWtirGYr5AxUlyB1zfMxiDHs=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1039185-1320074541.jpeg.jpg,"World Saxophone Quartett, The* - Point Of No Return",release,/World-Saxophone-Quartett-The-Point-Of-No-Return/release/1039185,1977
39,[],PLE 1112-2,"{'have': 11, 'want': 8}",UK,"['CD', 'Album']",['Jazz'],1039231,['Paratactile'],https://api.discogs.com/releases/1039231,['Free Improvisation'],https://api-img.discogs.com/_-a-_bpE1cesvEaVsDeGEbBh3ww=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1039231-1187003052.jpeg.jpg,Masayoshi Urabe* / Gary Smith (3) - Urabe Smith,release,/Masayoshi-Urabe-Gary-Smith-Urabe-Smith/release/1039231,2002
40,[],JPVP124CD,"{'have': 14, 'want': 15}",UK,"['CD', 'Album', 'Reissue']",['Jazz'],969452,['Jazzprint'],https://api.discogs.com/releases/969452,['Contemporary Jazz'],https://api-img.discogs.com/P5YgiZRO3VYJevw8vA8eM1I0PNo=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-969452-1179053446.jpeg.jpg,Harry Beckett - Flare Up,release,/Harry-Beckett-Flare-Up/release/969452,2002
41,[],SA-101,"{'have': 6, 'want': 7}",US,"['Vinyl', 'LP', 'Album']",['Jazz'],414236,['Sonora'],https://api.discogs.com/masters/414236,"['Free Jazz', 'Contemporary Jazz']",https://api-img.discogs.com/SFglm2AixLdU6CF2YNzcFYcg8Eo=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3438798-1420145986-2950.jpeg.jpg,Glen Hall - The Book Of The Heart,master,/Glen-Hall-The-Book-Of-The-Heart/master/414236,1979
42,[],AN 3017,"{'have': 62, 'want': 20}",US,"['Vinyl', 'LP', 'Album']",['Jazz'],414250,"['Novus', 'Arista']",https://api.discogs.com/masters/414250,[],https://api-img.discogs.com/HE8jAHfLtuLGJUU4M0DCVVESMf0=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2572207-1291068023.jpeg.jpg,Larry Coryell with John Scofield and Joe Beck - Tributaries,master,/Larry-Coryell-with-John-Scofield-and-Joe-Beck-Tributaries/master/414250,1979
43,[],TL 5352,"{'have': 0, 'want': 0}",UK,"['Vinyl', 'LP', 'Mono']",['Jazz'],414267,['Fontana'],https://api.discogs.com/masters/414267,"['Bop', 'Cool Jazz', 'Swing']",https://api-img.discogs.com/v7rtVUI2v8CGWSdzaBis5A8IX28=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3348046-1326801324.jpeg.jpg,Blossom Dearie - Blossom Time At Ronnie Scott's,master,/Blossom-Dearie-Blossom-Time-At-Ronnie-Scotts/master/414267,1966
44,[],CS 9398,"{'have': 31, 'want': 19}",US,"['Vinyl', 'LP', 'Album', 'Stereo']",['Jazz'],379221,['Columbia'],https://api.discogs.com/masters/379221,['Fusion'],https://api-img.discogs.com/K8AszRMtbUAieogEqznQvRhpeVs=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3353247-1399604453-3387.jpeg.jpg,Joe Masters - The Jazz Mass,master,/Joe-Masters-The-Jazz-Mass/master/379221,1967
45,"['731451402029', '7 31451 40202 9', '514 020-2 01 +', 'IFPI L002', 'IFPI 01D3', 'B.I.E.M. STEMRA', 'BMI', 'LC 8509', 'DDD', 'POL 900']",JMT 514 020-2,"{'have': 47, 'want': 9}",Germany,"['CD', 'Album']",['Jazz'],380153,"['JMT Productions', 'Polydor K.K.', 'Polydor K.K.', 'Instants Chavirés', 'Bauer Studios Ludwigsburg', 'Bauer Studios Ludwigsburg']",https://api.discogs.com/masters/380153,['Free Jazz'],https://api-img.discogs.com/4tOyRaGIJy7tqBK3R2SR51gt3ng=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1221918-1346908902-5649.jpeg.jpg,Tim Berne's Bloodcount - Poisoned Minds: The Paris Concert,master,/Tim-Bernes-Bloodcount-Poisoned-Minds-The-Paris-Concert/master/380153,1995
46,[],BLP 1551,"{'have': 70, 'want': 45}",US,"['Vinyl', 'LP', 'Album', 'Mono']",['Jazz'],1048073,"['Blue Note', 'Manhattan Towers']",https://api.discogs.com/releases/1048073,"['Bop', 'Hard Bop']",https://api-img.discogs.com/3uC5TbWyiJv1gLf8tWuwfhpDL-8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1048073-1352417795-4249.jpeg.jpg,"Jimmy Smith - Jimmy Smith At The Organ, Volume 1",release,/Jimmy-Smith-Jimmy-Smith-At-The-Organ-Volume-1/release/1048073,1957
47,"['SACEM', '33089 A', '33089 B']",33.089,"{'have': 16, 'want': 1}",France,"['Vinyl', 'LP']",['Jazz'],418649,"['Black And Blue', 'Jazz Greatest Names', 'National Studio, New York', 'A.R.E.A.C.E.M.', 'Société Française du Son']",https://api.discogs.com/masters/418649,"['Bop', 'Swing']",https://api-img.discogs.com/I-GPrL0SBIweHRio4Yvk9IAFdXg=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3369848-1327776390.jpeg.jpg,Ray Bryant - Hot Turkey,master,/Ray-Bryant-Hot-Turkey/master/418649,
48,"['2-ACMJ-40004-NO', '2-ACMJ-40005-NO', '2-ACMJ-40006-NO', '2-ACMJ-40007-NO', '2ACMJ-40004-NO PA-670', '2-ACMJ-40005-NO PA-670', '2-ACMJ-40006-NO PA-676', '2-ACMJ-40007-NO PA-676']",2ACMJ-402,"{'have': 53, 'want': 9}",US,"['Vinyl', 'LP', 'Compilation']",['Jazz'],418663,"['Chess', 'Chess', 'Chess Jazz Masters Series', 'Ter Mar Studios', 'Chess', 'Chess']",https://api.discogs.com/masters/418663,"['Soul-Jazz', 'Big Band', 'Easy Listening']",https://api-img.discogs.com/TNoQ5bJpAKECL7tG9kj90GPROSE=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2407423-1315490597.jpeg.jpg,Woody Herman - Double Exposure,master,/Woody-Herman-Double-Exposure/master/418663,1976
49,[],MALS 775,"{'have': 60, 'want': 4}",UK,"['Vinyl', 'LP', 'Album', 'Stereo']",['Jazz'],418788,['Marble Arch Records'],https://api.discogs.com/masters/418788,"['Space-Age', 'Easy Listening']",https://api-img.discogs.com/quQ_entiliWnDkB_tLqBXDcD5ig=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3419204-1350316936-5489.jpeg.jpg,"Hollywood ""Pops"" Orchestra, The* - Stereo Motion In Percussion",master,/Hollywood-Pops-Orchestra-Stereo-Motion-In-Percussion/master/418788,1968
0,[],ESP 3013,"{'have': 53, 'want': 99}",US,"['Vinyl', 'LP', 'Album']",['Jazz'],1044684,['ESP Disk'],https://api.discogs.com/releases/1044684,"['Free Jazz', 'Soul-Jazz']",https://api-img.discogs.com/_Vb6QBRM8v8eukRHUjiqd4k-EPU=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1044684-1227112830.jpeg.jpg,Frank Lowe - Black Beings,release,/Frank-Lowe-Black-Beings/release/1044684,1973
1,[],BST 89902,"{'have': 84, 'want': 15}",US,"['Vinyl', 'LP', 'Compilation']",['Jazz'],417538,['Blue Note'],https://api.discogs.com/masters/417538,[],https://api-img.discogs.com/z7eKhCkxQsUiN25mSYfIS-OYhmw=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3677927-1340011154-5053.jpeg.jpg,Various - Blue Note's Three Decades Of Jazz - Volume 1 - 1939 - 1949,master,/Various-Blue-Notes-Three-Decades-Of-Jazz-Volume-1-1939-1949/master/417538,1969
2,[],3184,"{'have': 1, 'want': 0}",US,"['Shellac', '10""', '78 RPM']",['Jazz'],415208,"['Brunswick', 'The Brunswick-Balke-Collender Company']",https://api.discogs.com/masters/415208,['Easy Listening'],https://api-img.discogs.com/AeJXqlSU16ZjHKTywFJavhgk4o8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3446650-1330716024.jpeg.jpg,Nick Lucas - Bye Bye Blackbird / Adorable,master,/Nick-Lucas-Bye-Bye-Blackbird-Adorable/master/415208,1926
3,[],BL003,"{'have': 9, 'want': 2}",US,"['File', 'FLAC']",['Jazz'],415688,['Braxton Bootleg'],https://api.discogs.com/masters/415688,"['Free Jazz', 'Contemporary Jazz', 'Free Improvisation']",https://api-img.discogs.com/CVJt43JpCoHNI-uZtG7awPx5KT8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3446924-1330723275.jpeg.jpg,Anthony Braxton - Quartet (Avignon) 1974,master,/Anthony-Braxton-Quartet-Avignon-1974/master/415688,2011
4,"['0 11105 51282 4', 'LC 6713']",GRP 51282,"{'have': 3, 'want': 0}",Europe,"['CD', 'Single']",['Jazz'],1041584,['GRP'],https://api.discogs.com/releases/1041584,"['Smooth Jazz', 'Contemporary Jazz']",https://api-img.discogs.com/-jC18reWBCeTW79DpBdDy1uV6i0=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1041584-1187328432.jpeg.jpg,Various - GRP Christmas,release,/Various-GRP-Christmas/release/1041584,1993
5,[],PR 7020,"{'have': 7, 'want': 14}",US,"['Vinyl', 'LP']",['Jazz'],488471,['Pausa Records'],https://api.discogs.com/masters/488471,[],https://api-img.discogs.com/ikSS8yH-xeHQ2_iz0x65y_60dNE=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3975328-1379481725-6371.jpeg.jpg,"Shelly Manne, Frank Strazzeri, Steve Wilkerson, Dave Stone (2), Woody James - Woody James Presents Jazz Crystallizations",master,/Shelly-Manne-Frank-Strazzeri-Steve-Wilkerson-Dave-Stone-2-Woody-James-Woody-James-Presents-Jazz-Crys/master/488471,1978
6,"['WL4366T3A ⑤', 'WL4757T39A ⑤']",24403,"{'have': 8, 'want': 0}",US,"['Shellac', '10""', '78 RPM']",['Jazz'],490515,"['Decca', 'Personality Series', 'Decca Records, Inc.']",https://api.discogs.com/masters/490515,['Big Band'],https://api-img.discogs.com/4xm6NFAPgw4a1lL1NtP-8AC4wlE=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2383188-1280822068.jpeg.jpg,Gordon Jenkins And His Orchestra - Maybe You'll Be There / Dark Eyes,master,/Gordon-Jenkins-And-His-Orchestra-Maybe-Youll-Be-There-Dark-Eyes/master/490515,1947
7,['LC 10386'],enja 9179 2,"{'have': 8, 'want': 0}",Germany,"['CD', 'Album']",['Jazz'],1188418,['Enja Records'],https://api.discogs.com/releases/1188418,[],https://api-img.discogs.com/w_GCHxbci5DzXDX32JmWc00dwmM=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1188418-1199404568.jpeg.jpg,Erdmann 3000 - Supermicrogravity,release,/Erdmann-3000-Supermicrogravity/release/1188418,2007
8,[],VJSR 3031,"{'have': 8, 'want': 6}",US,"['Vinyl', 'LP', 'Album', 'Stereo']",['Jazz'],1188449,['Vee Jay Records'],https://api.discogs.com/releases/1188449,[],https://api-img.discogs.com/E8_9CCBD9WFy5Fs79AVomBadcBU=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1188449-1204406225.jpeg.jpg,Eddie Harris - Eddie Harris Goes To The Movies,release,/Eddie-Harris-Eddie-Harris-Goes-To-The-Movies/release/1188449,1962
9,[],504,"{'have': 4, 'want': 2}",US,"['Vinyl', '10""', '78 RPM', 'Single']",['Jazz'],479350,['Fantasy'],https://api.discogs.com/masters/479350,"['Contemporary Jazz', 'Cool Jazz']",https://api-img.discogs.com/o3MErxLdPNMyb3rebyFG0IRjeSU=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3417582-1329616416.jpeg.jpg,"Dave Brubeck Trio, The - Indiana / Laura",master,/Dave-Brubeck-Trio-The-Indiana-Laura/master/479350,1950
10,[],SD 02,"{'have': 8, 'want': 6}",US,"['Vinyl', 'LP']",['Jazz'],480129,['Laissez-Faire'],https://api.discogs.com/masters/480129,[],https://api-img.discogs.com/v4lXnmduPL3FzMnrfSuYRVvA0RE=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2083572-1263058290.jpeg.jpg,Bob Dorough & Bill Takas - Beginning To See The Light,master,/Bob-Dorough-Beginning-To-See-The-Light/master/480129,1976
11,[],JUST 161-2,"{'have': 9, 'want': 1}",Canada,"['CD', 'Album']",['Jazz'],1143811,['Justin Time'],https://api.discogs.com/releases/1143811,"['Big Band', 'Latin Jazz']",https://api-img.discogs.com/nfxbL2wV9ZekfQGkC-GBWgEmaU4=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1143811-1251545936.jpeg.jpg,David Murray Latin Big Band - Now Is Another Time,release,/David-Murray-Latin-Big-Band-Now-Is-Another-Time/release/1143811,2003
12,[],47-7046,"{'have': 22, 'want': 1}",US,"['Vinyl', '7""', '45 RPM']",['Jazz'],1143936,['RCA Victor'],https://api.discogs.com/releases/1143936,['Easy Listening'],https://api-img.discogs.com/Qb6F4PZkknfTXBRiXPnULuS8Spk=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1143936-1262996892.jpeg.jpg,"Ames Brothers, The With Hugo Winterhalter And His Orch.* - Melodie D'Amour",release,/Ames-BrothersWith-Hugo-Winterhalter-And-His-Orch-Melodie-DAmour/release/1143936,1957
13,[],ESP 4307,"{'have': 1, 'want': 0}",US,"['Vinyl', '7""', 'EP', '45 RPM']",['Jazz'],1143950,['RCA Victor'],https://api.discogs.com/releases/1143950,['Easy Listening'],,Ames Brothers* With Bill Finegan And His Orch.* - All I Do Is Dream Of You,release,/Ames-Brothers-With-Bill-Finegan-And-His-Orch-All-I-Do-Is-Dream-Of-You/release/1143950,
14,['0 11105-9644-1 8'],GRP-9644-1,"{'have': 7, 'want': 2}",Switzerland,"['Vinyl', 'LP']",['Jazz'],472474,['GRP'],https://api.discogs.com/masters/472474,[],https://api-img.discogs.com/SAJsV14ZeVfilQp2jwjB5EAy_98=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2759140-1299757264.jpeg.jpg,Don Grusin - Zephyr,master,/Don-Grusin-Zephyr/master/472474,1991
15,['882119005421'],SONOC64,"{'have': 4, 'want': 4}",Europe,"['CD', 'Compilation']",['Jazz'],468226,['Sonorama'],https://api.discogs.com/masters/468226,['Easy Listening'],https://api-img.discogs.com/bafgMPVR7CqibjzevtaT0JKoArs=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3343984-1326642524.gif.jpg,Greetje Kauffeld - Heaven's Open,master,/Greetje-Kauffeld-Heavens-Open/master/468226,2012
16,[],CW 006,"{'have': 23, 'want': 62}",France,"['Vinyl', 'LP', 'Album']",['Jazz'],468428,['Center Of The World'],https://api.discogs.com/masters/468428,['Avant-garde Jazz'],https://api-img.discogs.com/t2wHBIxgr_lJeRwNUHl5y4milko=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-565680-1346799445-4816.jpeg.jpg,Center Of The World - Solos & Duets. Volume 6,master,/Center-Of-The-World-Solos-Duets-Volume-6/master/468428,1975
17,"['S-2596-1C', 'S2597-1C']",OE 9211,"{'have': 9, 'want': 1}",UK,"['Vinyl', '7""', '45 RPM', 'EP']",['Jazz'],468567,['Brunswick'],https://api.discogs.com/masters/468567,[],https://api-img.discogs.com/FBMcFuZJvnOrh5eL6u7yTufTHP8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3705798-1341145090-5885.jpeg.jpg,Ella Fitzgerald - Sweet And Hot (Part 2),master,/Ella-Fitzgerald-Sweet-And-Hot-Part-2/master/468567,1956
18,[],S 65233,"{'have': 61, 'want': 27}",Netherlands,"['Vinyl', 'LP', 'Album']",['Jazz'],468860,['CBS'],https://api.discogs.com/masters/468860,['Easy Listening'],https://api-img.discogs.com/VsEex72e6A0KIo-oecILMwYmBPI=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1904397-1289671256.jpeg.jpg,"Chris Hinze Combination, The - Virgin Sacrifice",master,/Chris-Hinze-Combination-Virgin-Sacrifice/master/468860,1972
19,[],SN 1010,"{'have': 17, 'want': 13}",Italy,"['Vinyl', 'LP', 'Album']",['Jazz'],485155,"['Soul Note', 'Barigozzi Studio', 'Soul Note']",https://api.discogs.com/masters/485155,['Free Jazz'],https://api-img.discogs.com/O9uARh2YiYryztQNk8O5Vf2X2k0=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3393839-1412818856-5676.jpeg.jpg,Andrew Hill - Faces Of Hope,master,/Andrew-Hill-Faces-Of-Hope/master/485155,1980
20,[],BXH016,"{'have': 14, 'want': 14}",US,"['CD', 'Album']",['Jazz'],1193359,['Boxholder Records'],https://api.discogs.com/releases/1193359,"['Free Jazz', 'Free Improvisation']",https://api-img.discogs.com/zfifbei8c3gCBCpf9DlPqud6rfQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1193359-1286226954.jpeg.jpg,Paul Flaherty / Greg Kelley / John Voigt / Laurence Cook - The Ilya Tree,release,/Paul-Flaherty-Greg-Kelley-John-Voigt-Laurence-Cook-The-Ilya-Tree/release/1193359,2001
